Sample,DistributedLatency_ms,IntegratedLatency_ms,DistributedDeadlineMiss,IntegratedDeadlineMiss
312,25.13931430907,15.5335123036916,1,0
313,16.3792043241714,27.1770569549345,0,1
314,20.3925930978009,24.029725383221,0,0
315,26.0966244313687,22.3658653716273,1,0
316,20.4316320917764,21.4471044961486,0,0
317,24.1990140339851,27.2358936703783,0,1
318,20.1242493775639,26.0409038058194,0,1
319,22.7585547103686,24.10390501027,0,0
320,22.2837348427074,20.938357664584,0,0
321,23.5270579674148,22.0020037614478,0,0
322,22.4772208378443,25.9544229367092,0,1
323,23.7473745279588,26.8086543322296,0,1
324,21.1238180599957,25.2282600332451,0,1
325,21.1682236500985,26.7396006349998,0,1
326,21.7185884802795,22.2431198533343,0,0
327,22.908852116293,23.7792390562557,0,0
328,20.3711602212985,23.0911114785638,0,0
329,21.0665093719383,28.4363460596879,0,1
330,24.0035278693916,27.3436277568166,0,1
331,22.3000694636442,23.30111687269,0,0
332,20.3429143288332,25.3081427642985,0,1
333,24.1103818327304,22.7561906208037,0,0
334,26.0798953933205,18.1227143215679,1,0
335,24.102353368501,19.4454674070315,0,0
336,20.0525251542647,25.7433203131705,0,1
337,21.3441134954806,26.6738279740673,0,1
338,22.8557834159627,21.3555066221764,0,0
339,20.7377832309616,22.0428543151748,0,0
340,20.7437755457961,23.0910136277369,0,0
341,23.6049284294106,16.150894313793,0,0
342,25.520956114738,27.3924983046305,1,1
343,21.1200111950207,21.2544951960175,0,0
344,19.6631235526852,21.4020284833908,0,0
345,20.9971016835689,26.9769507036826,0,1
346,24.8849015897264,20.0193745275915,0,0
347,21.6455007954239,25.1810672966528,0,1
348,23.3698864112506,19.9941651511153,0,0
349,13.1515940888694,15.1001256763066,0,0
350,21.4696709372457,25.0681855412709,0,1
351,18.7398782390395,26.5234693483813,0,1
352,24.8159601702829,16.1574401371939,0,0
353,25.0064710321821,18.1462244419835,1,0
354,19.3078855924447,20.7769666775655,0,0
355,22.7153267852917,20.9522861744438,0,0
356,23.6896678256607,25.5333693684352,0,1
357,23.9193372581826,25.1533023966891,0,1
358,23.8309148822081,24.6033503420844,0,0
359,20.8225336676934,24.1526510659816,0,0
360,21.8382244992043,20.598277868268,0,0
361,19.6222234489466,20.895431699864,0,0
362,22.0119718949996,23.2572700638732,0,0
363,22.9297040106705,25.1657600771983,0,1
364,22.257306228977,27.8428050571369,0,1
365,20.974478172557,26.4857635169566,0,1
366,18.7980996415164,18.9263779741025,0,0
367,20.7168009979282,21.7453394118715,0,0
368,20.5143618251963,24.0674526980492,0,0
369,20.8678213427901,24.0483167220308,0,0
370,21.6836122849904,24.4733610085642,0,0
371,21.1177167993645,20.5131726777169,0,0
372,23.6130019473604,25.1660660934018,0,1
373,22.6852808090159,18.9763475805652,0,0
374,19.9073190054691,25.3881965653694,0,1
375,23.4358714148717,16.4066327280084,0,0
376,21.4338235861974,24.8038594293249,0,0
377,24.2534896563626,21.8734549926039,0,0
378,24.6111219631082,21.2294022744614,0,0
379,22.4163696503547,18.6620489767179,0,0
380,22.3103959418851,20.0914378124942,0,0
381,20.0768962863192,24.261454301938,0,0
382,24.9698170032022,22.8929611188707,0,0
383,19.0975146001069,28.5587965284077,0,1
384,20.9156162192469,23.5201319236963,0,0
385,22.1813911564261,21.3321518955901,0,0
386,23.5134877323504,26.706167213619,0,1
387,19.6857974889035,21.9393296297046,0,0
388,23.8588501526857,26.9667048382591,0,1
389,24.363320407341,25.7736391225056,0,1
390,24.7473855055491,23.5625180256595,0,0
391,21.7856383063665,28.9488129439392,0,1
392,21.8821528826187,20.1934754250717,0,0
393,19.9027548967816,19.0205207409321,0,0
394,18.6967035009266,21.1407575920625,0,0
